iteration,Month,TimeIndex,objective_SEK,theta_SEK,violation_SEK,positive_rows,n_arcs,n_vars,status,termination,dual_rhs_current_SEK,dual_selection
1,January,1,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,2,0.0,0.0,0.0,1,90,810,ok,optimal,0.0,standard_primal_shadow_dual
1,January,3,18.400088916855207,0.0,18.400088916855207,3,92,828,ok,optimal,18.400088916855207,standard_primal_shadow_dual
1,January,4,135.0635665743837,0.0,135.0635665743837,1,90,810,ok,optimal,135.0635665743837,standard_primal_shadow_dual
1,January,5,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,6,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,7,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,8,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,9,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,10,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,11,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,12,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,13,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,14,0.0,0.0,0.0,1,126,1134,ok,optimal,0.0,standard_primal_shadow_dual
1,January,15,0.0,0.0,0.0,1,126,1134,ok,optimal,0.0,standard_primal_shadow_dual
1,January,16,331.6873743699174,0.0,331.6873743699174,7,130,1170,ok,optimal,331.6873743699174,standard_primal_shadow_dual
1,January,17,207.4820067061919,0.0,207.4820067061919,12,130,1170,ok,optimal,207.4820067061919,standard_primal_shadow_dual
1,January,18,492.4055712116926,0.0,492.4055712116926,6,130,1170,ok,optimal,492.4055712116926,standard_primal_shadow_dual
1,January,19,620.0,0.0,620.0,2,130,1170,ok,optimal,620.0,standard_primal_shadow_dual
1,January,20,305.98748445989713,0.0,305.98748445989713,2,130,1170,ok,optimal,305.98748445989713,standard_primal_shadow_dual
1,January,21,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,22,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,23,1624.1391606494753,0.0,1624.1391606494753,6,126,1134,ok,optimal,1624.1391606494753,standard_primal_shadow_dual
1,January,24,387.5,0.0,387.5,4,126,1134,ok,optimal,387.5,standard_primal_shadow_dual
1,January,25,44.56140102098697,0.0,44.56140102098697,2,118,1062,ok,optimal,44.56140102098697,standard_primal_shadow_dual
1,January,26,315.3375620059695,0.0,315.3375620059695,2,122,1098,ok,optimal,315.3375620059695,standard_primal_shadow_dual
1,January,27,891.6117484839876,0.0,891.6117484839876,3,120,1080,ok,optimal,891.6117484839876,standard_primal_shadow_dual
1,January,28,1100.6462138651507,0.0,1100.6462138651507,6,122,1098,ok,optimal,1100.6462138651507,standard_primal_shadow_dual
1,January,29,0.0,0.0,0.0,2,124,1116,ok,optimal,0.0,standard_primal_shadow_dual
1,January,30,406.1693496819512,0.0,406.1693496819512,3,122,1098,ok,optimal,406.1693496819512,standard_primal_shadow_dual
1,January,31,648.2154243218043,0.0,648.2154243218043,2,126,1134,ok,optimal,648.2154243218043,standard_primal_shadow_dual
1,January,32,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,33,554.6061030224809,0.0,554.6061030224809,6,124,1116,ok,optimal,554.6061030224809,standard_primal_shadow_dual
1,January,34,614.8530094952322,0.0,614.8530094952322,5,128,1152,ok,optimal,614.8530094952322,standard_primal_shadow_dual
1,January,35,263.24281194950584,0.0,263.24281194950584,3,124,1116,ok,optimal,263.24281194950584,standard_primal_shadow_dual
1,January,36,0.0,0.0,0.0,1,120,1080,ok,optimal,0.0,standard_primal_shadow_dual
1,January,37,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,38,10.842144687459532,0.0,10.842144687459532,1,112,1008,ok,optimal,10.842144687459532,standard_primal_shadow_dual
1,January,39,0.0,0.0,0.0,1,106,954,ok,optimal,0.0,standard_primal_shadow_dual
1,January,40,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,41,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,42,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,43,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,44,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,45,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,46,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,47,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,January,48,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,1,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,2,0.0,0.0,0.0,1,90,810,ok,optimal,0.0,standard_primal_shadow_dual
1,February,3,33.23887030141586,0.0,33.23887030141586,3,92,828,ok,optimal,33.23887030141586,standard_primal_shadow_dual
1,February,4,60.996449420689416,0.0,60.996449420689416,1,90,810,ok,optimal,60.996449420689416,standard_primal_shadow_dual
1,February,5,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,6,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,7,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,8,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,9,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,10,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,11,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,12,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,13,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,14,112.39956958302747,0.0,112.39956958302747,1,126,1134,ok,optimal,112.39956958302747,standard_primal_shadow_dual
1,February,15,129.53204436404064,0.0,129.53204436404064,1,126,1134,ok,optimal,129.53204436404064,standard_primal_shadow_dual
1,February,16,37.463696333909155,0.0,37.463696333909155,7,130,1170,ok,optimal,37.463696333909155,standard_primal_shadow_dual
1,February,17,276.27334696763506,0.0,276.27334696763506,12,130,1170,ok,optimal,276.27334696763506,standard_primal_shadow_dual
1,February,18,119.42763667296558,0.0,119.42763667296558,7,130,1170,ok,optimal,119.42763667296558,standard_primal_shadow_dual
1,February,19,679.7665499199622,0.0,679.7665499199622,2,130,1170,ok,optimal,679.7665499199622,standard_primal_shadow_dual
1,February,20,6.580361763330927,0.0,6.580361763330927,2,130,1170,ok,optimal,6.580361763330927,standard_primal_shadow_dual
1,February,21,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,22,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,23,1235.00429505037,0.0,1235.00429505037,6,126,1134,ok,optimal,1235.00429505037,standard_primal_shadow_dual
1,February,24,948.9594985069257,0.0,948.9594985069257,5,126,1134,ok,optimal,948.9594985069257,standard_primal_shadow_dual
1,February,25,149.45386862379308,0.0,149.45386862379308,2,118,1062,ok,optimal,149.45386862379308,standard_primal_shadow_dual
1,February,26,288.40972250000004,0.0,288.40972250000004,3,122,1098,ok,optimal,288.40972250000004,standard_primal_shadow_dual
1,February,27,408.13658326373115,0.0,408.13658326373115,3,120,1080,ok,optimal,408.13658326373115,standard_primal_shadow_dual
1,February,28,2013.6533271964422,0.0,2013.6533271964422,8,122,1098,ok,optimal,2013.6533271964422,standard_primal_shadow_dual
1,February,29,0.0,0.0,0.0,2,124,1116,ok,optimal,0.0,standard_primal_shadow_dual
1,February,30,456.9771496724071,0.0,456.9771496724071,4,122,1098,ok,optimal,456.9771496724071,standard_primal_shadow_dual
1,February,31,0.0,0.0,0.0,2,126,1134,ok,optimal,0.0,standard_primal_shadow_dual
1,February,32,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,33,204.5943353199946,0.0,204.5943353199946,6,124,1116,ok,optimal,204.5943353199946,standard_primal_shadow_dual
1,February,34,117.5224073458081,0.0,117.5224073458081,4,128,1152,ok,optimal,117.5224073458081,standard_primal_shadow_dual
1,February,35,425.3501966443744,0.0,425.3501966443744,3,124,1116,ok,optimal,425.3501966443744,standard_primal_shadow_dual
1,February,36,422.6702048767817,0.0,422.6702048767817,1,120,1080,ok,optimal,422.6702048767817,standard_primal_shadow_dual
1,February,37,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,38,9.792904878995706,0.0,9.792904878995706,1,112,1008,ok,optimal,9.792904878995706,standard_primal_shadow_dual
1,February,39,58.07278200265273,0.0,58.07278200265273,1,106,954,ok,optimal,58.07278200265273,standard_primal_shadow_dual
1,February,40,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,41,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,42,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,43,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,44,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,45,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,46,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,47,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,February,48,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,1,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,2,15.536814397556562,0.0,15.536814397556562,1,90,810,ok,optimal,15.536814397556562,standard_primal_shadow_dual
1,March,3,0.0,0.0,0.0,3,92,828,ok,optimal,0.0,standard_primal_shadow_dual
1,March,4,0.0,0.0,0.0,1,90,810,ok,optimal,0.0,standard_primal_shadow_dual
1,March,5,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,6,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,7,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,8,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,9,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,10,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,11,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,12,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,13,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,14,124.44238060978041,0.0,124.44238060978041,1,126,1134,ok,optimal,124.44238060978041,standard_primal_shadow_dual
1,March,15,0.0,0.0,0.0,3,126,1134,ok,optimal,0.0,standard_primal_shadow_dual
1,March,16,258.1090316204157,0.0,258.1090316204157,8,130,1170,ok,optimal,258.1090316204157,standard_primal_shadow_dual
1,March,17,211.47178901538987,0.0,211.47178901538987,13,130,1170,ok,optimal,211.47178901538987,standard_primal_shadow_dual
1,March,18,713.9420371695053,0.0,713.9420371695053,8,130,1170,ok,optimal,713.9420371695053,standard_primal_shadow_dual
1,March,19,0.0,0.0,0.0,3,130,1170,ok,optimal,0.0,standard_primal_shadow_dual
1,March,20,695.8259630262123,0.0,695.8259630262123,6,130,1170,ok,optimal,695.8259630262123,standard_primal_shadow_dual
1,March,21,222.06873869408508,0.0,222.06873869408508,2,130,1170,ok,optimal,222.06873869408508,standard_primal_shadow_dual
1,March,22,111.03436934704254,0.0,111.03436934704254,1,128,1152,ok,optimal,111.03436934704254,standard_primal_shadow_dual
1,March,23,0.0,0.0,0.0,7,126,1134,ok,optimal,0.0,standard_primal_shadow_dual
1,March,24,1058.859651000304,0.0,1058.859651000304,6,126,1134,ok,optimal,1058.859651000304,standard_primal_shadow_dual
1,March,25,271.0177879067853,0.0,271.0177879067853,3,118,1062,ok,optimal,271.0177879067853,standard_primal_shadow_dual
1,March,26,354.3370524999965,0.0,354.3370524999965,4,122,1098,ok,optimal,354.3370524999965,standard_primal_shadow_dual
1,March,27,891.6117484839876,0.0,891.6117484839876,3,120,1080,ok,optimal,891.6117484839876,standard_primal_shadow_dual
1,March,28,965.0099603505867,0.0,965.0099603505867,6,122,1098,ok,optimal,965.0099603505867,standard_primal_shadow_dual
1,March,29,238.66274743849158,0.0,238.66274743849158,3,124,1116,ok,optimal,238.66274743849158,standard_primal_shadow_dual
1,March,30,630.8923621819489,0.0,630.8923621819489,5,122,1098,ok,optimal,630.8923621819489,standard_primal_shadow_dual
1,March,31,706.7454126853429,0.0,706.7454126853429,3,126,1134,ok,optimal,706.7454126853429,standard_primal_shadow_dual
1,March,32,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,33,256.0005362979286,0.0,256.0005362979286,7,124,1116,ok,optimal,256.0005362979286,standard_primal_shadow_dual
1,March,34,494.4320091540677,0.0,494.4320091540677,7,128,1152,ok,optimal,494.4320091540677,standard_primal_shadow_dual
1,March,35,1102.818355134469,0.0,1102.818355134469,3,124,1116,ok,optimal,1102.818355134469,standard_primal_shadow_dual
1,March,36,0.0,0.0,0.0,1,120,1080,ok,optimal,0.0,standard_primal_shadow_dual
1,March,37,8.960186362540856,0.0,8.960186362540856,2,108,972,ok,optimal,8.960186362540856,standard_primal_shadow_dual
1,March,38,60.43428937491906,0.0,60.43428937491906,2,112,1008,ok,optimal,60.43428937491906,standard_primal_shadow_dual
1,March,39,64.29486578865124,0.0,64.29486578865124,1,106,954,ok,optimal,64.29486578865124,standard_primal_shadow_dual
1,March,40,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,41,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,42,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,43,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,44,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,45,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,46,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,47,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,March,48,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,1,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,2,15.03562683634506,0.0,15.03562683634506,1,90,810,ok,optimal,15.03562683634506,standard_primal_shadow_dual
1,April,3,68.0677040839543,0.0,68.0677040839543,3,92,828,ok,optimal,68.0677040839543,standard_primal_shadow_dual
1,April,4,130.70667733004876,0.0,130.70667733004876,1,90,810,ok,optimal,130.70667733004876,standard_primal_shadow_dual
1,April,5,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,6,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,7,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,8,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,9,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,10,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,11,14.894100000000003,0.0,14.894100000000003,1,80,720,ok,optimal,14.894100000000003,standard_primal_shadow_dual
1,April,12,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,13,407.1655629828548,0.0,407.1655629828548,2,118,1062,ok,optimal,407.1655629828548,standard_primal_shadow_dual
1,April,14,240.85622053505887,0.0,240.85622053505887,1,126,1134,ok,optimal,240.85622053505887,standard_primal_shadow_dual
1,April,15,484.20399112548307,0.0,484.20399112548307,3,126,1134,ok,optimal,484.20399112548307,standard_primal_shadow_dual
1,April,16,446.75978709882236,0.0,446.75978709882236,8,130,1170,ok,optimal,446.75978709882236,standard_primal_shadow_dual
1,April,17,667.5728558323242,0.0,667.5728558323242,15,130,1170,ok,optimal,667.5728558323242,standard_primal_shadow_dual
1,April,18,793.2794580641918,0.0,793.2794580641918,10,130,1170,ok,optimal,793.2794580641918,standard_primal_shadow_dual
1,April,19,1223.237673492906,0.0,1223.237673492906,8,130,1170,ok,optimal,1223.237673492906,standard_primal_shadow_dual
1,April,20,983.9347121076399,0.0,983.9347121076399,8,130,1170,ok,optimal,983.9347121076399,standard_primal_shadow_dual
1,April,21,1006.2131987278935,0.0,1006.2131987278935,10,130,1170,ok,optimal,1006.2131987278935,standard_primal_shadow_dual
1,April,22,875.4118514345435,0.0,875.4118514345435,6,128,1152,ok,optimal,875.4118514345435,standard_primal_shadow_dual
1,April,23,767.9549304714712,0.0,767.9549304714712,7,126,1134,ok,optimal,767.9549304714712,standard_primal_shadow_dual
1,April,24,1077.8578503669255,0.0,1077.8578503669255,8,126,1134,ok,optimal,1077.8578503669255,standard_primal_shadow_dual
1,April,25,641.2032925944384,0.0,641.2032925944384,5,118,1062,ok,optimal,641.2032925944384,standard_primal_shadow_dual
1,April,26,681.8642684481557,0.0,681.8642684481557,8,122,1098,ok,optimal,681.8642684481557,standard_primal_shadow_dual
1,April,27,1276.4562375492465,0.0,1276.4562375492465,7,120,1080,ok,optimal,1276.4562375492465,standard_primal_shadow_dual
1,April,28,1507.3533357590627,0.0,1507.3533357590627,11,122,1098,ok,optimal,1507.3533357590627,standard_primal_shadow_dual
1,April,29,1424.0857006027677,0.0,1424.0857006027677,10,124,1116,ok,optimal,1424.0857006027677,standard_primal_shadow_dual
1,April,30,1134.3129532211858,0.0,1134.3129532211858,10,122,1098,ok,optimal,1134.3129532211858,standard_primal_shadow_dual
1,April,31,1238.8985222162823,0.0,1238.8985222162823,9,126,1134,ok,optimal,1238.8985222162823,standard_primal_shadow_dual
1,April,32,352.6547340288222,0.0,352.6547340288222,7,126,1134,ok,optimal,352.6547340288222,standard_primal_shadow_dual
1,April,33,385.16285515770176,0.0,385.16285515770176,7,124,1116,ok,optimal,385.16285515770176,standard_primal_shadow_dual
1,April,34,920.7377729100753,0.0,920.7377729100753,9,128,1152,ok,optimal,920.7377729100753,standard_primal_shadow_dual
1,April,35,1071.9569199701702,0.0,1071.9569199701702,5,124,1116,ok,optimal,1071.9569199701702,standard_primal_shadow_dual
1,April,36,250.06875939827594,0.0,250.06875939827594,3,120,1080,ok,optimal,250.06875939827594,standard_primal_shadow_dual
1,April,37,0.0,0.0,0.0,2,108,972,ok,optimal,0.0,standard_primal_shadow_dual
1,April,38,10.492398084638257,0.0,10.492398084638257,3,112,1008,ok,optimal,10.492398084638257,standard_primal_shadow_dual
1,April,39,62.22083785998507,0.0,62.22083785998507,1,106,954,ok,optimal,62.22083785998507,standard_primal_shadow_dual
1,April,40,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,41,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,42,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,43,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,44,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,45,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,46,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,47,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,April,48,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,1,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,2,0.0,0.0,0.0,1,90,810,ok,optimal,0.0,standard_primal_shadow_dual
1,May,3,18.400088916855207,0.0,18.400088916855207,3,92,828,ok,optimal,18.400088916855207,standard_primal_shadow_dual
1,May,4,135.0635665743837,0.0,135.0635665743837,1,90,810,ok,optimal,135.0635665743837,standard_primal_shadow_dual
1,May,5,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,6,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,7,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,8,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,9,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,10,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,11,0.0,0.0,0.0,1,80,720,ok,optimal,0.0,standard_primal_shadow_dual
1,May,12,0.0,0.0,0.0,1,96,864,ok,optimal,0.0,standard_primal_shadow_dual
1,May,13,127.72088395279255,0.0,127.72088395279255,1,118,1062,ok,optimal,127.72088395279255,standard_primal_shadow_dual
1,May,14,124.44238060978041,0.0,124.44238060978041,1,126,1134,ok,optimal,124.44238060978041,standard_primal_shadow_dual
1,May,15,1044.862673234907,0.0,1044.862673234907,7,126,1134,ok,optimal,1044.862673234907,standard_primal_shadow_dual
1,May,16,1552.071869313402,0.0,1552.071869313402,11,130,1170,ok,optimal,1552.071869313402,standard_primal_shadow_dual
1,May,17,1883.5151708108895,0.0,1883.5151708108895,13,130,1170,ok,optimal,1883.5151708108895,standard_primal_shadow_dual
1,May,18,1585.7966998606573,0.0,1585.7966998606573,10,130,1170,ok,optimal,1585.7966998606573,standard_primal_shadow_dual
1,May,19,414.7365046887886,0.0,414.7365046887886,14,130,1170,ok,optimal,414.7365046887886,standard_primal_shadow_dual
1,May,20,1527.0932912722683,0.0,1527.0932912722683,13,130,1170,ok,optimal,1527.0932912722683,standard_primal_shadow_dual
1,May,21,1443.597423088053,0.0,1443.597423088053,9,130,1170,ok,optimal,1443.597423088053,standard_primal_shadow_dual
1,May,22,443.71856127798503,0.0,443.71856127798503,7,128,1152,ok,optimal,443.71856127798503,standard_primal_shadow_dual
1,May,23,610.9601834871851,0.0,610.9601834871851,7,126,1134,ok,optimal,610.9601834871851,standard_primal_shadow_dual
1,May,24,576.0450000969017,0.0,576.0450000969017,5,126,1134,ok,optimal,576.0450000969017,standard_primal_shadow_dual
1,May,25,214.3688327726994,0.0,214.3688327726994,5,118,1062,ok,optimal,214.3688327726994,standard_primal_shadow_dual
1,May,26,1021.3348243230071,0.0,1021.3348243230071,5,122,1098,ok,optimal,1021.3348243230071,standard_primal_shadow_dual
1,May,27,387.5,0.0,387.5,4,120,1080,ok,optimal,387.5,standard_primal_shadow_dual
1,May,28,1172.851692260815,0.0,1172.851692260815,8,122,1098,ok,optimal,1172.851692260815,standard_primal_shadow_dual
1,May,29,1079.4462396097308,0.0,1079.4462396097308,8,124,1116,ok,optimal,1079.4462396097308,standard_primal_shadow_dual
1,May,30,460.0533990616333,0.0,460.0533990616333,6,122,1098,ok,optimal,460.0533990616333,standard_primal_shadow_dual
1,May,31,746.8714550773994,0.0,746.8714550773994,7,126,1134,ok,optimal,746.8714550773994,standard_primal_shadow_dual
1,May,32,201.45907256545843,0.0,201.45907256545843,7,126,1134,ok,optimal,201.45907256545843,standard_primal_shadow_dual
1,May,33,931.4737980843477,0.0,931.4737980843477,6,124,1116,ok,optimal,931.4737980843477,standard_primal_shadow_dual
1,May,34,1136.110566011127,0.0,1136.110566011127,8,128,1152,ok,optimal,1136.110566011127,standard_primal_shadow_dual
1,May,35,450.8064208243336,0.0,450.8064208243336,6,124,1116,ok,optimal,450.8064208243336,standard_primal_shadow_dual
1,May,36,53.19544375000001,0.0,53.19544375000001,4,120,1080,ok,optimal,53.19544375000001,standard_primal_shadow_dual
1,May,37,300.2477080067788,0.0,300.2477080067788,4,108,972,ok,optimal,300.2477080067788,standard_primal_shadow_dual
1,May,38,266.5531893749244,0.0,266.5531893749244,4,112,1008,ok,optimal,266.5531893749244,standard_primal_shadow_dual
1,May,39,32.14743289432562,0.0,32.14743289432562,1,106,954,ok,optimal,32.14743289432562,standard_primal_shadow_dual
1,May,40,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,41,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,42,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,43,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,44,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,45,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,46,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,47,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,May,48,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,June,1,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,June,2,0.0,0.0,0.0,1,90,810,ok,optimal,0.0,standard_primal_shadow_dual
1,June,3,17.80653766147278,0.0,17.80653766147278,3,92,828,ok,optimal,17.80653766147278,standard_primal_shadow_dual
1,June,4,130.70667733004876,0.0,130.70667733004876,1,90,810,ok,optimal,130.70667733004876,standard_primal_shadow_dual
1,June,5,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,June,6,0.0,0.0,0.0,0,0,0,ok,empty_zero_redirection,,
1,June,7,20.88663007444515,0.0,20.88663007444515,6,24,216,ok,optimal,20.88663007444515,standard_primal_shadow_dual
1,June,8,0.0,0.0,0.0,4,20,180,ok,optimal,0.0,standard_primal_shadow_dual
1,June,9,52.90387219168127,0.0,52.90387219168127,4,32,288,ok,optimal,52.90387219168127,standard_primal_shadow_dual
1,June,10,35.67541874999659,0.0,35.67541874999659,4,32,288,ok,optimal,35.67541874999659,standard_primal_shadow_dual
1,June,11,218.74034157426271,0.0,218.74034157426271,5,80,720,ok,optimal,218.74034157426271,standard_primal_shadow_dual
1,June,12,0.0,0.0,0.0,2,96,864,ok,optimal,0.0,standard_primal_shadow_dual
1,June,13,225.78217994816208,0.0,225.78217994816208,4,118,1062,ok,optimal,225.78217994816208,standard_primal_shadow_dual
1,June,14,232.92964839550012,0.0,232.92964839550012,3,126,1134,ok,optimal,232.92964839550012,standard_primal_shadow_dual
1,June,15,468.5192642851048,0.0,468.5192642851048,4,126,1134,ok,optimal,468.5192642851048,standard_primal_shadow_dual
1,June,16,638.8387391805386,0.0,638.8387391805386,9,130,1170,ok,optimal,638.8387391805386,standard_primal_shadow_dual
1,June,17,1620.3492281256076,0.0,1620.3492281256076,15,130,1170,ok,optimal,1620.3492281256076,standard_primal_shadow_dual
1,June,18,962.4818278378809,0.0,962.4818278378809,9,130,1170,ok,optimal,962.4818278378809,standard_primal_shadow_dual
1,June,19,223.3038764115052,0.0,223.3038764115052,10,130,1170,ok,optimal,223.3038764115052,standard_primal_shadow_dual
1,June,20,884.7038649966003,0.0,884.7038649966003,9,130,1170,ok,optimal,884.7038649966003,standard_primal_shadow_dual
1,June,21,418.31905536603193,0.0,418.31905536603193,10,130,1170,ok,optimal,418.31905536603193,standard_primal_shadow_dual
1,June,22,875.7768860226645,0.0,875.7768860226645,8,128,1152,ok,optimal,875.7768860226645,standard_primal_shadow_dual
1,June,23,1159.271268062164,0.0,1159.271268062164,11,126,1134,ok,optimal,1159.271268062164,standard_primal_shadow_dual
1,June,24,768.4314881066273,0.0,768.4314881066273,10,126,1134,ok,optimal,768.4314881066273,standard_primal_shadow_dual
1,June,25,642.0291091004756,0.0,642.0291091004756,9,118,1062,ok,optimal,642.0291091004756,standard_primal_shadow_dual
1,June,26,413.52913913765474,0.0,413.52913913765474,8,122,1098,ok,optimal,413.52913913765474,standard_primal_shadow_dual
1,June,27,1081.2302930927165,0.0,1081.2302930927165,11,120,1080,ok,optimal,1081.2302930927165,standard_primal_shadow_dual
1,June,28,1353.9671308443458,0.0,1353.9671308443458,11,122,1098,ok,optimal,1353.9671308443458,standard_primal_shadow_dual
1,June,29,2262.1172349863195,0.0,2262.1172349863195,11,124,1116,ok,optimal,2262.1172349863195,standard_primal_shadow_dual
